ranking,song,band_singer,Gender,songurl,titletext,url,year,Song ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
50,Differences,Ginuwine,#N/A,/wiki/Differences_(song),Differences,/wiki/Ginuwine,2001,0Uyh92tLyb9JawG8lmWCzJ,0.562,0.594,3,-4.578,0,0.0558,0.318,0,0.311,0.423,62.876,audio_features,0Uyh92tLyb9JawG8lmWCzJ,https://api.spotify.com/v1/tracks/0Uyh92tLyb9JawG8lmWCzJ,https://api.spotify.com/v1/audio-analysis/0Uyh92tLyb9JawG8lmWCzJ,265533,4
51,This I Promise You,NSYNC,#N/A,/wiki/This_I_Promise_You,This I Promise You,/wiki/NSYNC,2001,46n2EGFnPC3tzWCN1Aqe26,0.55,0.587,2,-6.279,1,0.0329,0.354,0,0.128,0.466,165.975,audio_features,46n2EGFnPC3tzWCN1Aqe26,https://api.spotify.com/v1/tracks/46n2EGFnPC3tzWCN1Aqe26,https://api.spotify.com/v1/audio-analysis/46n2EGFnPC3tzWCN1Aqe26,284760,4
52,Izzo (H.O.V.A.),Jay-Z,Solo Male,/wiki/Izzo_(H.O.V.A.),Izzo (H.O.V.A.),/wiki/Jay-Z,2001,4h5KBcltGefua73AUPYps7,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,audio_features,4h5KBcltGefua73AUPYps7,https://api.spotify.com/v1/tracks/4h5KBcltGefua73AUPYps7,https://api.spotify.com/v1/audio-analysis/4h5KBcltGefua73AUPYps7,240627,4
53,Superwoman Pt. II,Lil' Mo,#N/A,/wiki/Superwoman_Pt._II,Superwoman Pt. II,/wiki/Lil%27_Mo,2001,6KCOOKsDFfGEiwWZZlEI6O,0.768,0.541,6,-5.183,0,0.1,0.286,0,0.107,0.645,95.715,audio_features,6KCOOKsDFfGEiwWZZlEI6O,https://api.spotify.com/v1/tracks/6KCOOKsDFfGEiwWZZlEI6O,https://api.spotify.com/v1/audio-analysis/6KCOOKsDFfGEiwWZZlEI6O,265588,4
53,Superwoman Pt. II,Fabolous,#N/A,/wiki/Superwoman_Pt._II,Superwoman Pt. II,/wiki/Fabolous,2001,6KCOOKsDFfGEiwWZZlEI6O,0,0,0,0,0,0,0,0,0,0,0,,,,,,
54,Crazy for This Girl,Evan and Jaron,#N/A,/wiki/Crazy_for_This_Girl,Crazy for This Girl,/wiki/Evan_and_Jaron,2001,2gdt70w8DOCWGq1HdkgSUd,0.457,0.926,0,-5.461,1,0.038,0.000487,5.69E-05,0.0949,0.41,93.964,audio_features,2gdt70w8DOCWGq1HdkgSUd,https://api.spotify.com/v1/tracks/2gdt70w8DOCWGq1HdkgSUd,https://api.spotify.com/v1/audio-analysis/2gdt70w8DOCWGq1HdkgSUd,202027,4
55,Nobody Wants to Be Lonely,Ricky Martin,#N/A,/wiki/Nobody_Wants_to_Be_Lonely,Nobody Wants to Be Lonely,/wiki/Ricky_Martin,2001,45cVyfWuMAg8RNxmkcpmy9,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,audio_features,45cVyfWuMAg8RNxmkcpmy9,https://api.spotify.com/v1/tracks/45cVyfWuMAg8RNxmkcpmy9,https://api.spotify.com/v1/audio-analysis/45cVyfWuMAg8RNxmkcpmy9,252707,4
55,Nobody Wants to Be Lonely,Christina Aguilera,Solo Female,/wiki/Nobody_Wants_to_Be_Lonely,Nobody Wants to Be Lonely,/wiki/Christina_Aguilera,2001,45cVyfWuMAg8RNxmkcpmy9,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,,,,,,
56,I Just Wanna Love U (Give It 2 Me),Jay-Z,Solo Male,/wiki/I_Just_Wanna_Love_U_(Give_It_2_Me),I Just Wanna Love U (Give It 2 Me),/wiki/Jay-Z,2001,0s46SltT4On0Z6kglK1I5c,0.8,0.922,4,-5.125,0,0.24,0.301,9.31E-06,0.0352,0.801,98.631,audio_features,0s46SltT4On0Z6kglK1I5c,https://api.spotify.com/v1/tracks/0s46SltT4On0Z6kglK1I5c,https://api.spotify.com/v1/audio-analysis/0s46SltT4On0Z6kglK1I5c,227867,4
57,One Minute Man,Missy Elliott,Solo Female,/wiki/One_Minute_Man,One Minute Man,/wiki/Missy_Elliott,2001,0jG92AlXau21qgCQRxGLic,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97E-06,0.152,0.57,93.839,audio_features,0jG92AlXau21qgCQRxGLic,https://api.spotify.com/v1/tracks/0jG92AlXau21qgCQRxGLic,https://api.spotify.com/v1/audio-analysis/0jG92AlXau21qgCQRxGLic,252987,4
57,One Minute Man,Ludacris,#N/A,/wiki/One_Minute_Man,One Minute Man,/wiki/Ludacris,2001,0jG92AlXau21qgCQRxGLic,0,0,0,0,0,0,0,0,0,0,0,,,,,,
58,Danger (Been So Long),Mystikal,#N/A,/wiki/Danger_(Been_So_Long),Danger (Been So Long),/wiki/Mystikal,2001,0e42i89bY2NmPuVDtey8pg,0.92,0.861,7,-5.435,1,0.218,0.211,2.59E-05,0.0288,0.718,97.969,audio_features,0e42i89bY2NmPuVDtey8pg,https://api.spotify.com/v1/tracks/0e42i89bY2NmPuVDtey8pg,https://api.spotify.com/v1/audio-analysis/0e42i89bY2NmPuVDtey8pg,211400,4
58,Danger (Been So Long),Nivea,#N/A,/wiki/Danger_(Been_So_Long),Danger (Been So Long),/wiki/Nivea_(singer),2001,0e42i89bY2NmPuVDtey8pg,0.92,0.861,7,-5.435,1,0.218,0.211,2.59E-05,0.0288,0.718,97.969,,,,,,
59,Only Time,Enya,#N/A,/wiki/Only_Time,Only Time,/wiki/Enya,2001,6FLwmdmW77N1Pxb1aWsZmO,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,audio_features,6FLwmdmW77N1Pxb1aWsZmO,https://api.spotify.com/v1/tracks/6FLwmdmW77N1Pxb1aWsZmO,https://api.spotify.com/v1/audio-analysis/6FLwmdmW77N1Pxb1aWsZmO,218547,4
60,I Do!!,Toya,#N/A,/wiki/I_Do!!,I Do!!,/wiki/Toya_(singer),2001,0NdEFLohwfZpyncrBCq1ZY,0.781,0.583,6,-7.83,0,0.0628,0.0859,0.00216,0.058,0.91,156.264,audio_features,0NdEFLohwfZpyncrBCq1ZY,https://api.spotify.com/v1/tracks/0NdEFLohwfZpyncrBCq1ZY,https://api.spotify.com/v1/audio-analysis/0NdEFLohwfZpyncrBCq1ZY,213493,4
61,Never Had a Dream Come True,S Club 7,#N/A,/wiki/Never_Had_a_Dream_Come_True_(S_Club_7_song),Never Had a Dream Come True,/wiki/S_Club_7,2001,0fIG0HBRIjLRNDHAogtwSB,0.639,0.534,5,-5.588,1,0.0281,0.508,0,0.0948,0.434,122.931,audio_features,0fIG0HBRIjLRNDHAogtwSB,https://api.spotify.com/v1/tracks/0fIG0HBRIjLRNDHAogtwSB,https://api.spotify.com/v1/audio-analysis/0fIG0HBRIjLRNDHAogtwSB,240492,4
62,Stranger in My House,Tamia,#N/A,/wiki/Stranger_in_My_House_(Tamia_song),Stranger in My House,/wiki/Tamia,2001,08GOEVXupC6ECbulhPGQKm,0.676,0.601,0,-4.905,1,0.0297,0.103,0,0.147,0.206,119.94,audio_features,08GOEVXupC6ECbulhPGQKm,https://api.spotify.com/v1/tracks/08GOEVXupC6ECbulhPGQKm,https://api.spotify.com/v1/audio-analysis/08GOEVXupC6ECbulhPGQKm,285387,4
63,Irresistible,Jessica Simpson,#N/A,/wiki/Irresistible_(Jessica_Simpson_song),Irresistible,/wiki/Jessica_Simpson,2001,2TVSa07y6g3HRn4oLWv57M,0.659,0.966,8,-2.783,0,0.0538,0.0279,8.25E-05,0.0489,0.687,93.008,audio_features,2TVSa07y6g3HRn4oLWv57M,https://api.spotify.com/v1/tracks/2TVSa07y6g3HRn4oLWv57M,https://api.spotify.com/v1/audio-analysis/2TVSa07y6g3HRn4oLWv57M,193600,4
64,Heard It All Before,Sunshine Anderson,#N/A,/wiki/Heard_It_All_Before_(Sunshine_Anderson_song),Heard It All Before,/wiki/Sunshine_Anderson,2001,0xikWgPgYN9BEes0ieZ8Co,0.697,0.925,3,-4.209,0,0.216,0.0614,0,0.095,0.678,96.951,audio_features,0xikWgPgYN9BEes0ieZ8Co,https://api.spotify.com/v1/tracks/0xikWgPgYN9BEes0ieZ8Co,https://api.spotify.com/v1/audio-analysis/0xikWgPgYN9BEes0ieZ8Co,295827,4
65,The Space Between,Dave Matthews Band,#N/A,/wiki/The_Space_Between,The Space Between,/wiki/Dave_Matthews_Band,2001,65KzDXZm9aQt8sA1k0ZVG3,0.406,0.73,9,-6.278,1,0.0315,0.0471,0,0.229,0.207,170.032,audio_features,65KzDXZm9aQt8sA1k0ZVG3,https://api.spotify.com/v1/tracks/65KzDXZm9aQt8sA1k0ZVG3,https://api.spotify.com/v1/audio-analysis/65KzDXZm9aQt8sA1k0ZVG3,242000,4
66,There You'll Be,Faith Hill,#N/A,/wiki/There_You%27ll_Be,There You'll Be,/wiki/Faith_Hill,2001,1s2khOWzC99udpUaPICLJI,0.325,0.532,8,-7.208,1,0.0308,0.496,0,0.134,0.162,129.021,audio_features,1s2khOWzC99udpUaPICLJI,https://api.spotify.com/v1/tracks/1s2khOWzC99udpUaPICLJI,https://api.spotify.com/v1/audio-analysis/1s2khOWzC99udpUaPICLJI,220840,4
67,Love,Musiq Soulchild,#N/A,/wiki/Love_(Musiq_Soulchild_song),Love,/wiki/Musiq_Soulchild,2001,6uSa5iCMwPr10Ftpz8w09b,0.569,0.385,1,-9.919,0,0.0499,0.342,0,0.0876,0.339,99.738,audio_features,6uSa5iCMwPr10Ftpz8w09b,https://api.spotify.com/v1/tracks/6uSa5iCMwPr10Ftpz8w09b,https://api.spotify.com/v1/audio-analysis/6uSa5iCMwPr10Ftpz8w09b,304667,4
68,It's Over Now,112,#N/A,/wiki/It%27s_Over_Now_(112_song),It's Over Now,/wiki/112_(band),2001,769geiA8btidGHda4BBDOJ,0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01E-06,0.0736,0.233,97.988,,,,,,
69,No More (Baby I'ma Do Right),3LW,#N/A,/wiki/No_More_(Baby_I%27ma_Do_Right),No More (Baby I'ma Do Right),/wiki/3LW,2001,5zn1hpm9N0ylKB7kOtpCw2,0.721,0.723,2,-7.08,0,0.0631,0.102,4.40E-06,0.0651,0.761,88.933,audio_features,5zn1hpm9N0ylKB7kOtpCw2,https://api.spotify.com/v1/tracks/5zn1hpm9N0ylKB7kOtpCw2,https://api.spotify.com/v1/audio-analysis/5zn1hpm9N0ylKB7kOtpCw2,263440,4
70,Turn Off the Light,Nelly Furtado,#N/A,/wiki/Turn_Off_the_Light,Turn Off the Light,/wiki/Nelly_Furtado,2001,4gM2BugovNf4bvXdjZODzG,0.589,0.687,2,-6.222,1,0.097,0.0778,0.000289,0.419,0.649,180.215,audio_features,4gM2BugovNf4bvXdjZODzG,https://api.spotify.com/v1/tracks/4gM2BugovNf4bvXdjZODzG,https://api.spotify.com/v1/audio-analysis/4gM2BugovNf4bvXdjZODzG,276067,4
71,Ain't Nothing 'bout You,Brooks & Dunn,#N/A,/wiki/Ain%27t_Nothing_%27bout_You,Ain't Nothing 'bout You,/wiki/Brooks_%26_Dunn,2001,5dPSCeB8Ly3RxNLme5bomi,0,0,0,0,0,0,0,0,0,0,0,,,,,,
72,Play,Jennifer Lopez,Solo Female,/wiki/Play_(Jennifer_Lopez_song),Play,/wiki/Jennifer_Lopez,2001,7fFCnttacpotkyhTOxKv14,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,audio_features,7fFCnttacpotkyhTOxKv14,https://api.spotify.com/v1/tracks/7fFCnttacpotkyhTOxKv14,https://api.spotify.com/v1/audio-analysis/7fFCnttacpotkyhTOxKv14,211493,4
73,I'm Already There,Lonestar,#N/A,/wiki/I%27m_Already_There_(song),I'm Already There,/wiki/Lonestar,2001,6qxDXPWnntuVM86zrmCWUM,0.61,0.446,3,-6.258,1,0.0655,0.916,0,0.221,0.611,133.56,audio_features,6qxDXPWnntuVM86zrmCWUM,https://api.spotify.com/v1/tracks/6qxDXPWnntuVM86zrmCWUM,https://api.spotify.com/v1/audio-analysis/6qxDXPWnntuVM86zrmCWUM,271893,3
74,My Baby,Lil' Romeo,#N/A,/wiki/My_Baby_(Lil%27_Romeo_song),My Baby,/wiki/Romeo_Miller,2001,0s9A4pUBLw68E76vY8LU9K,0.82,0.761,1,-2.714,1,0.219,0.0481,0,0.218,0.584,97.423,audio_features,0s9A4pUBLw68E76vY8LU9K,https://api.spotify.com/v1/tracks/0s9A4pUBLw68E76vY8LU9K,https://api.spotify.com/v1/audio-analysis/0s9A4pUBLw68E76vY8LU9K,221000,4
75,Beautiful Day,U2,#N/A,/wiki/Beautiful_Day,Beautiful Day,/wiki/U2,2001,1VuBmEauSZywQVtqbxNqka,0.539,0.926,2,-6.495,1,0.0499,0.014,0.00136,0.36,0.454,136.279,audio_features,1VuBmEauSZywQVtqbxNqka,https://api.spotify.com/v1/tracks/1VuBmEauSZywQVtqbxNqka,https://api.spotify.com/v1/audio-analysis/1VuBmEauSZywQVtqbxNqka,246400,4
76,Austin,Blake Shelton,#N/A,/wiki/Austin_(song),Austin,/wiki/Blake_Shelton,2001,2WQAknZHrJAEQOFXe0F44P,0.605,0.609,7,-7.063,1,0.0278,0.188,0,0.0982,0.275,119.914,audio_features,2WQAknZHrJAEQOFXe0F44P,https://api.spotify.com/v1/tracks/2WQAknZHrJAEQOFXe0F44P,https://api.spotify.com/v1/audio-analysis/2WQAknZHrJAEQOFXe0F44P,230333,4
77,Southern Hospitality,Ludacris,#N/A,/wiki/Southern_Hospitality_(song),Southern Hospitality,/wiki/Ludacris,2001,4cNhx6OO1XpvwT6xZnb83B,0.623,0.896,0,-4.719,1,0.247,0.035,0,0.0941,0.613,95.158,audio_features,4cNhx6OO1XpvwT6xZnb83B,https://api.spotify.com/v1/tracks/4cNhx6OO1XpvwT6xZnb83B,https://api.spotify.com/v1/audio-analysis/4cNhx6OO1XpvwT6xZnb83B,300933,4
78,Grown Men Don't Cry,Tim McGraw,Solo Male,/wiki/Grown_Men_Don%27t_Cry,Grown Men Don't Cry,/wiki/Tim_McGraw,2001,4RtDZMumlKxsN7IL3AJPUx,0.657,0.513,10,-8.514,1,0.024,0.199,0,0.0994,0.56,101.815,audio_features,4RtDZMumlKxsN7IL3AJPUx,https://api.spotify.com/v1/tracks/4RtDZMumlKxsN7IL3AJPUx,https://api.spotify.com/v1/audio-analysis/4RtDZMumlKxsN7IL3AJPUx,235760,4
79,Livin' It Up,Ja Rule,#N/A,/wiki/Livin%27_It_Up_(Ja_Rule_song),Livin' It Up,/wiki/Ja_Rule,2001,4ToZV7r72wSbVrljaLSp13,0.875,0.774,6,-4.087,1,0.309,0.0547,0,0.0414,0.606,106.027,audio_features,4ToZV7r72wSbVrljaLSp13,https://api.spotify.com/v1/tracks/4ToZV7r72wSbVrljaLSp13,https://api.spotify.com/v1/audio-analysis/4ToZV7r72wSbVrljaLSp13,257133,4
79,Livin' It Up,Case,#N/A,/wiki/Livin%27_It_Up_(Ja_Rule_song),Livin' It Up,/wiki/Case_(singer),2001,4ToZV7r72wSbVrljaLSp13,0,0,0,0,0,0,0,0,0,0,0,,,,,,
80,Loverboy,Mariah Carey,Solo Female,/wiki/Loverboy_(Mariah_Carey_song),Loverboy,/wiki/Mariah_Carey,2001,75b9JVzc4QFvPBO7jDRIVe,0.721,0.79,1,-4.125,1,0.124,0.183,0,0.1,0.821,103.141,audio_features,75b9JVzc4QFvPBO7jDRIVe,https://api.spotify.com/v1/tracks/75b9JVzc4QFvPBO7jDRIVe,https://api.spotify.com/v1/audio-analysis/75b9JVzc4QFvPBO7jDRIVe,229173,4
80,Loverboy,Cameo,#N/A,/wiki/Loverboy_(Mariah_Carey_song),Loverboy,/wiki/Cameo_(band),2001,75b9JVzc4QFvPBO7jDRIVe,0,0,0,0,0,0,0,0,0,0,0,,,,,,
81,Contagious,The Isley Brothers,#N/A,/wiki/Contagious_(song),Contagious,/wiki/The_Isley_Brothers,2001,7HjJQunSPwkXXVnGeItUEH,0.709,0.449,4,-7.251,0,0.04,0.24,0,0.134,0.204,113.023,audio_features,7HjJQunSPwkXXVnGeItUEH,https://api.spotify.com/v1/tracks/7HjJQunSPwkXXVnGeItUEH,https://api.spotify.com/v1/audio-analysis/7HjJQunSPwkXXVnGeItUEH,346467,4
81,Contagious,R. Kelly,Solo Male,/wiki/Contagious_(song),Contagious,/wiki/R._Kelly,2001,150fvA2jcer5RnhOAYEEpt,0,0,0,0,0,0,0,0,0,0,0,,,,,,
81,Contagious,Chanté Moore,#N/A,/wiki/Contagious_(song),Contagious,/wiki/Chant%C3%A9_Moore,2001,150fvA2jcer5RnhOAYEEpt,0,0,0,0,0,0,0,0,0,0,0,,,,,,
82,Who I Am,Jessica Andrews,#N/A,/wiki/Who_I_Am_(Jessica_Andrews_song),Who I Am,/wiki/Jessica_Andrews,2001,0rK4HCKzv2r1IXqKX3DKpq,0.463,0.674,7,-5.422,1,0.0319,0.0115,0,0.123,0.259,84.039,audio_features,0rK4HCKzv2r1IXqKX3DKpq,https://api.spotify.com/v1/tracks/0rK4HCKzv2r1IXqKX3DKpq,https://api.spotify.com/v1/audio-analysis/0rK4HCKzv2r1IXqKX3DKpq,255234,4
83,Music,Erick Sermon,#N/A,/wiki/Music_(Erick_Sermon_and_Marvin_Gaye_song),Music,/wiki/Erick_Sermon,2001,6IFOw9Ck9mWHRQgw6QrPYx,0.897,0.466,10,-9.053,0,0.203,0.187,1.35E-06,0.0757,0.884,100.01,audio_features,6IFOw9Ck9mWHRQgw6QrPYx,https://api.spotify.com/v1/tracks/6IFOw9Ck9mWHRQgw6QrPYx,https://api.spotify.com/v1/audio-analysis/6IFOw9Ck9mWHRQgw6QrPYx,223133,4
83,Music,Marvin Gaye,#N/A,/wiki/Music_(Erick_Sermon_and_Marvin_Gaye_song),Music,/wiki/Marvin_Gaye,2001,1okZNCN83RbfetlXRdvY3e,0.866,0.638,6,-7.779,0,0.0343,0.253,0.000251,0.0784,0.8,104.048,audio_features,1okZNCN83RbfetlXRdvY3e,https://api.spotify.com/v1/tracks/1okZNCN83RbfetlXRdvY3e,https://api.spotify.com/v1/audio-analysis/1okZNCN83RbfetlXRdvY3e,307533,4
84,I Wanna Be Bad,Willa Ford,#N/A,/wiki/I_Wanna_Be_Bad,I Wanna Be Bad,/wiki/Willa_Ford,2001,6f67kjvFmXZTA47K8JNVBU,0.647,0.818,9,-3.47,0,0.0647,0.234,1.89E-05,0.216,0.816,180.019,audio_features,6f67kjvFmXZTA47K8JNVBU,https://api.spotify.com/v1/tracks/6f67kjvFmXZTA47K8JNVBU,https://api.spotify.com/v1/audio-analysis/6f67kjvFmXZTA47K8JNVBU,183560,4
85,Don't Happen Twice,Kenny Chesney,#N/A,/wiki/Don%27t_Happen_Twice,Don't Happen Twice,/wiki/Kenny_Chesney,2001,04ccQGJ1i8gL7JoeCPiJbv,0.499,0.708,7,-7.029,1,0.0301,0.00626,1.15E-05,0.0423,0.617,158.785,audio_features,04ccQGJ1i8gL7JoeCPiJbv,https://api.spotify.com/v1/tracks/04ccQGJ1i8gL7JoeCPiJbv,https://api.spotify.com/v1/audio-analysis/04ccQGJ1i8gL7JoeCPiJbv,203067,4
86,One More Day,Diamond Rio,#N/A,/wiki/One_More_Day_(Diamond_Rio_song),One More Day,/wiki/Diamond_Rio,2001,3TNoNv8Z80M3pfm6CcODsh,0.668,0.405,4,-7.629,1,0.0277,0.592,0,0.115,0.234,131.064,audio_features,3TNoNv8Z80M3pfm6CcODsh,https://api.spotify.com/v1/tracks/3TNoNv8Z80M3pfm6CcODsh,https://api.spotify.com/v1/audio-analysis/3TNoNv8Z80M3pfm6CcODsh,216173,4
87,I Wish,R. Kelly,Solo Male,/wiki/I_Wish_(R._Kelly_song),I Wish,/wiki/R._Kelly,2001,7sOqd1dVmfU5mgqrUtlqc5,0.42,0.463,6,-9.056,1,0.12,0.068,0,0.119,0.659,78.83,audio_features,7sOqd1dVmfU5mgqrUtlqc5,https://api.spotify.com/v1/tracks/7sOqd1dVmfU5mgqrUtlqc5,https://api.spotify.com/v1/audio-analysis/7sOqd1dVmfU5mgqrUtlqc5,334000,4
88,It's a Great Day to Be Alive,Travis Tritt,#N/A,/wiki/It%27s_a_Great_Day_to_Be_Alive,It's a Great Day to Be Alive,/wiki/Travis_Tritt,2001,2wOtNLScRaNewSnBYhej87,0.336,0.854,7,-1.895,1,0.0443,0.278,0,0.874,0.536,140.77,audio_features,2wOtNLScRaNewSnBYhej87,https://api.spotify.com/v1/tracks/2wOtNLScRaNewSnBYhej87,https://api.spotify.com/v1/audio-analysis/2wOtNLScRaNewSnBYhej87,249987,4
89,I'm a Thug,Trick Daddy,#N/A,/wiki/I%27m_a_Thug,I'm a Thug,/wiki/Trick_Daddy,2001,7bTgILMGaYiRb2VBHH4oEx,0.613,0.674,5,-4.759,1,0.293,0.0877,0,0.138,0.654,179.69,audio_features,7bTgILMGaYiRb2VBHH4oEx,https://api.spotify.com/v1/tracks/7bTgILMGaYiRb2VBHH4oEx,https://api.spotify.com/v1/audio-analysis/7bTgILMGaYiRb2VBHH4oEx,217640,4
90,Here's to the Night,Eve 6,#N/A,/wiki/Here%27s_to_the_Night,Here's to the Night,/wiki/Eve_6,2001,4tgeQrPu5xkrnwErym2JsJ,0.583,0.652,7,-6.255,1,0.0244,0.0405,0.000378,0.0781,0.352,97.469,,,,,,
91,You Shouldn't Kiss Me Like This,Toby Keith,#N/A,/wiki/You_Shouldn%27t_Kiss_Me_Like_This,You Shouldn't Kiss Me Like This,/wiki/Toby_Keith,2001,5taqvRgn1DdZ117p2DhPXQ,0.439,0.665,7,-7.671,1,0.0351,0.474,1.56E-05,0.26,0.328,168.707,audio_features,5taqvRgn1DdZ117p2DhPXQ,https://api.spotify.com/v1/tracks/5taqvRgn1DdZ117p2DhPXQ,https://api.spotify.com/v1/audio-analysis/5taqvRgn1DdZ117p2DhPXQ,223467,4
92,Get Over Yourself,Eden's Crush,#N/A,/wiki/Get_Over_Yourself_(Eden%27s_Crush_song),Get Over Yourself,/wiki/Eden%27s_Crush,2001,7HjapQv66LJbfq0R9YPn6w,0,0,0,0,0,0,0,0,0,0,0,,,,,,
93,Dance with Me,Debelah Morgan,#N/A,/wiki/Dance_with_Me_(Debelah_Morgan_song),Dance with Me,/wiki/Debelah_Morgan,2001,1C2Q3AymKS17bw7T5gfq6p,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.0356,0.74,115.005,audio_features,1C2Q3AymKS17bw7T5gfq6p,https://api.spotify.com/v1/tracks/1C2Q3AymKS17bw7T5gfq6p,https://api.spotify.com/v1/audio-analysis/1C2Q3AymKS17bw7T5gfq6p,220107,4
94,"So Fresh, So Clean",Outkast,#N/A,"/wiki/So_Fresh,_So_Clean","So Fresh, So Clean",/wiki/Outkast,2001,6glsMWIMIxQ4BedzLqGVi4,0.725,0.64,5,-7.905,0,0.332,0.0281,0,0.099,0.915,166.028,audio_features,6glsMWIMIxQ4BedzLqGVi4,https://api.spotify.com/v1/tracks/6glsMWIMIxQ4BedzLqGVi4,https://api.spotify.com/v1/audio-analysis/6glsMWIMIxQ4BedzLqGVi4,240027,3
95,E.I.,Nelly,Solo Male,/wiki/E.I._(song),E.I.,/wiki/Nelly,2001,4bUfMNNmiCmPXVyWzIfKeZ,0.834,0.481,2,-7.824,0,0.188,0.0732,0,0.0934,0.406,89.849,audio_features,4bUfMNNmiCmPXVyWzIfKeZ,https://api.spotify.com/v1/tracks/4bUfMNNmiCmPXVyWzIfKeZ,https://api.spotify.com/v1/audio-analysis/4bUfMNNmiCmPXVyWzIfKeZ,285907,4
96,Be Like That,3 Doors Down,Band,/wiki/Be_Like_That_(3_Doors_Down_song),Be Like That,/wiki/3_Doors_Down,2001,3PbHle8KhJp6GuO1jLdEmQ,0.487,0.702,7,-6.043,1,0.0238,0.00528,4.97E-06,0.129,0.306,95.982,audio_features,3PbHle8KhJp6GuO1jLdEmQ,https://api.spotify.com/v1/tracks/3PbHle8KhJp6GuO1jLdEmQ,https://api.spotify.com/v1/audio-analysis/3PbHle8KhJp6GuO1jLdEmQ,265907,4
97,Most Girls,Pink,Solo Female,/wiki/Most_Girls_(Pink_song),Most Girls,/wiki/Pink_(singer),2001,635PqgECfFbL0MNLogX7Yv,0.742,0.732,2,-6.046,0,0.0311,0.0424,0.00444,0.101,0.695,97.923,,,,,,
98,Oochie Wally,QB Finest,#N/A,/wiki/Oochie_Wally,Oochie Wally,/wiki/QB_Finest,2001,56DPW47j6NZnRye792oACa,0,0,0,0,0,0,0,0,0,0,0,,,,,,
98,Oochie Wally,Nas,#N/A,/wiki/Oochie_Wally,Oochie Wally,/wiki/Nas,2001,56DPW47j6NZnRye792oACa,0.655,0.759,7,-6.408,1,0.321,0.0546,0.000586,0.589,0.711,93.704,audio_features,56DPW47j6NZnRye792oACa,https://api.spotify.com/v1/tracks/56DPW47j6NZnRye792oACa,https://api.spotify.com/v1/audio-analysis/56DPW47j6NZnRye792oACa,297907,4
98,Oochie Wally,Bravehearts,#N/A,/wiki/Oochie_Wally,Oochie Wally,/wiki/Bravehearts,2001,6oztAZh36mqITxIGJLu22C,0.586,0.424,7,-17.692,1,0.382,0.0643,0.000669,0.499,0.789,93.253,audio_features,6oztAZh36mqITxIGJLu22C,https://api.spotify.com/v1/tracks/6oztAZh36mqITxIGJLu22C,https://api.spotify.com/v1/audio-analysis/6oztAZh36mqITxIGJLu22C,238413,4
99,Hero,Enrique Iglesias,Solo Male,/wiki/Hero_(Enrique_Iglesias_song),Hero,/wiki/Enrique_Iglesias,2001,24Gxm7Eh7tO83E26LG0CsY,0.581,0.651,7,-5.617,1,0.0392,0.143,1.05E-05,0.107,0.146,151.959,audio_features,24Gxm7Eh7tO83E26LG0CsY,https://api.spotify.com/v1/tracks/24Gxm7Eh7tO83E26LG0CsY,https://api.spotify.com/v1/audio-analysis/24Gxm7Eh7tO83E26LG0CsY,264600,4
100,Hemorrhage (In My Hands),Fuel,#N/A,/wiki/Hemorrhage_(In_My_Hands),Hemorrhage (In My Hands),/wiki/Fuel_(band),2001,1sjrDQXqAa9V07FjKIlAQ4,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017,audio_features,1sjrDQXqAa9V07FjKIlAQ4,https://api.spotify.com/v1/tracks/1sjrDQXqAa9V07FjKIlAQ4,https://api.spotify.com/v1/audio-analysis/1sjrDQXqAa9V07FjKIlAQ4,236867,4
1,How You Remind Me,Nickelback,#N/A,/wiki/How_You_Remind_Me,How You Remind Me,/wiki/Nickelback,2002,0gmbgwZ8iqyMPmXefof8Yf,0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094,audio_features,0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/tracks/0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/audio-analysis/0gmbgwZ8iqyMPmXefof8Yf,223840,4
2,Foolish,Ashanti,Solo Female,/wiki/Foolish_(Ashanti_song),Foolish,/wiki/Ashanti_(singer),2002,6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,0,-5.763,1,0.0532,0.347,0,0.106,0.707,90.119,audio_features,6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/tracks/6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/audio-analysis/6zMUIb4uce1CzpbjR3vMdN,227387,4
